11:37:25 [INFO] Opening target process: csgo.exe
11:37:25 [INFO] Found signature: convar_name_hash_table => 0x2F0F8
11:37:25 [INFO] Found signature: m_bDormant => 0xED
11:37:25 [INFO] Found signature: model_ambient_min => 0x59205C
11:37:25 [INFO] Found signature: set_abs_angles => 0x1E05B0
11:37:25 [INFO] Found signature: set_abs_origin => 0x1E03F0
11:37:25 [INFO] Found signature: is_c4_owner => 0x3BAD80
11:37:25 [INFO] Found signature: force_update_spectator_glow => 0x3AE2C2
11:37:25 [INFO] Found signature: anim_overlays => 0x2980
11:37:25 [INFO] Found signature: m_flSpawnTime => 0xA370
11:37:25 [INFO] Found signature: find_hud_element => 0x2DA7EED0
11:37:25 [INFO] Finished signature scanning: 57/57 items successful
11:37:25 [INFO] Starting netvar scanning: 85 items
11:37:25 [INFO] Found netvar: m_ArmorValue => 0xB378
11:37:25 [INFO] Found netvar: m_Collision => 0x320
11:37:25 [INFO] Found netvar: m_CollisionGroup => 0x474
11:37:25 [INFO] Found netvar: m_Local => 0x2FBC
11:37:25 [INFO] Found netvar: m_MoveType => 0x25B
11:37:25 [INFO] Found netvar: m_OriginalOwnerXuidHigh => 0x31C4
11:37:25 [INFO] Found netvar: m_OriginalOwnerXuidLow => 0x31C0
11:37:25 [INFO] Found netvar: m_aimPunchAngle => 0x302C
11:37:25 [INFO] Found netvar: m_aimPunchAngleVel => 0x3038
11:37:25 [INFO] Found netvar: m_bGunGameImmunity => 0x3944
11:37:25 [INFO] Found netvar: m_bHasDefuser => 0xB388
11:37:25 [INFO] Found netvar: m_bHasHelmet => 0xB36C
11:37:25 [INFO] Found netvar: m_bInReload => 0x3238
11:37:25 [INFO] Found netvar: m_bIsDefusing => 0x3930
11:37:25 [INFO] Found netvar: m_bIsScoped => 0x3928
11:37:25 [INFO] Found netvar: m_bSpotted => 0x93D
11:37:25 [INFO] Found netvar: m_bSpottedByMask => 0x980
11:37:25 [INFO] Found netvar: m_dwBoneMatrix => 0x268C
11:37:25 [INFO] Found netvar: m_fAccuracyPenalty => 0x3330
11:37:25 [INFO] Found netvar: m_fFlags => 0x104
11:37:25 [INFO] Found netvar: m_flFallbackWear => 0x31D0
11:37:25 [INFO] Found netvar: m_flFlashDuration => 0xA420
11:37:25 [INFO] Found netvar: m_flFlashMaxAlpha => 0xA41C
11:37:25 [INFO] Found netvar: m_flNextPrimaryAttack => 0x3238
11:37:25 [INFO] Found netvar: m_hActiveWeapon => 0x2EF8
11:37:25 [INFO] Found netvar: m_hMyWeapons => 0x2EF8
11:37:25 [INFO] Found netvar: m_hObserverTarget => 0x338C
11:37:25 [INFO] Found netvar: m_hOwner => 0x29CC
11:37:25 [INFO] Found netvar: m_hOwnerEntity => 0x14C
11:37:25 [INFO] Found netvar: m_iAccountID => 0x2FC8
11:37:25 [INFO] Found netvar: m_iClip1 => 0x3264
11:37:25 [INFO] Found netvar: m_iCompetitiveRanking => 0x1A84
11:37:25 [INFO] Found netvar: m_iCompetitiveWins => 0x1B88
11:37:25 [INFO] Found netvar: m_iCrosshairId => 0xB388
11:37:25 [INFO] Found netvar: m_iEntityQuality => 0x2FAC
11:37:25 [INFO] Found netvar: m_iFOVStart => 0x31E8
11:37:25 [INFO] Found netvar: m_iFOV => 0x31E4
11:37:25 [INFO] Found netvar: m_iGlowIndex => 0xA420
11:37:25 [INFO] Found netvar: m_iHealth => 0x100
11:37:25 [INFO] Found netvar: m_iItemDefinitionIndex => 0x2FAA
11:37:25 [INFO] Found netvar: m_iItemIDHigh => 0x2FC0
11:37:25 [INFO] Found netvar: m_iObserverMode => 0x3378
11:37:25 [INFO] Found netvar: m_iShotsFired => 0xA390
11:37:25 [INFO] Found netvar: m_iState => 0x3258
11:37:25 [INFO] Found netvar: m_iTeamNum => 0xF4
11:37:25 [INFO] Found netvar: m_lifeState => 0x25F
11:37:25 [INFO] Found netvar: m_nFallbackPaintKit => 0x31C8
11:37:25 [INFO] Found netvar: m_nFallbackSeed => 0x31CC
11:37:25 [INFO] Found netvar: m_nFallbackStatTrak => 0x31D4
11:37:25 [INFO] Found netvar: m_nForceBone => 0x268C
11:37:25 [INFO] Found netvar: m_nTickBase => 0x3430
11:37:25 [INFO] Found netvar: m_rgflCoordinateFrame => 0x474
11:37:25 [INFO] Found netvar: m_szCustomName => 0x303C
11:37:25 [INFO] Found netvar: m_szLastPlaceName => 0x35B4
11:37:25 [INFO] Found netvar: m_vecOrigin => 0x138
11:37:25 [INFO] Found netvar: m_vecVelocity => 0x114
11:37:25 [INFO] Found netvar: m_vecViewOffset => 0x108
11:37:25 [INFO] Found netvar: m_viewPunchAngle => 0x3020
11:37:25 [INFO] Found netvar: m_thirdPersonViewAngles => 0x31D4
11:37:25 [INFO] Found netvar: m_clrRender => 0x70
11:37:25 [INFO] Found netvar: m_flC4Blow => 0x2990
11:37:25 [INFO] Found netvar: m_flTimerLength => 0x2994
11:37:25 [INFO] Found netvar: m_flDefuseLength => 0x29A8
11:37:25 [INFO] Found netvar: m_flDefuseCountDown => 0x29AC
11:37:25 [INFO] Found netvar: cs_gamerules_data => 0x0
11:37:25 [INFO] Found netvar: m_SurvivalRules => 0xD00
11:37:25 [INFO] Found netvar: m_SurvivalGameRuleDecisionTypes => 0x1328
11:37:25 [INFO] Found netvar: m_bIsValveDS => 0x7C
11:37:25 [INFO] Found netvar: m_bFreezePeriod => 0x20
11:37:25 [INFO] Found netvar: m_bBombPlanted => 0x9A5
11:37:25 [INFO] Found netvar: m_bIsQueuedMatchmaking => 0x74
11:37:25 [INFO] Found netvar: m_flSimulationTime => 0x268
11:37:25 [INFO] Found netvar: m_flLowerBodyYawTarget => 0x3A90
11:37:25 [INFO] Found netvar: m_angEyeAnglesX => 0xB37C
11:37:25 [INFO] Found netvar: m_angEyeAnglesY => 0xB380
11:37:25 [INFO] Found netvar: m_flNextAttack => 0x2D70
11:37:25 [INFO] Found netvar: m_iMostRecentModelBoneCounter => 0x268C
11:37:25 [INFO] Found netvar: m_flLastBoneSetupTime => 0x28BC
11:37:25 [INFO] Found netvar: m_bStartedArming => 0x33F0
11:37:25 [INFO] Found netvar: m_bUseCustomBloomScale => 0x9DA
11:37:25 [INFO] Found netvar: m_bUseCustomAutoExposureMin => 0x9D8
11:37:25 [INFO] Found netvar: m_bUseCustomAutoExposureMax => 0x9D9
11:37:25 [INFO] Found netvar: m_flCustomBloomScale => 0x9E4
11:37:25 [INFO] Found netvar: m_flCustomAutoExposureMin => 0x9DC
11:37:25 [INFO] Found netvar: m_flCustomAutoExposureMax => 0x9E0
11:37:25 [INFO] Finished netvar scanning: 85/85 items successful
12:25:49 [INFO] Opening target process: csgo.exe
12:25:49 [INFO] Starting signature scanning: 0 items
12:25:49 [INFO] Finished signature scanning: 0/0 items successful
12:25:49 [INFO] Starting netvar scanning: 0 items
12:26:47 [INFO] Opening target process: csgo.exe
12:26:47 [INFO] Starting signature scanning: 0 items
12:26:47 [INFO] Finished signature scanning: 0/0 items successful
12:26:47 [INFO] Starting netvar scanning: 0 items
12:26:52 [INFO] Opening target process: csgo.exe
12:26:52 [INFO] Starting signature scanning: 0 items
12:26:52 [INFO] Finished signature scanning: 0/0 items successful
12:26:52 [INFO] Starting netvar scanning: 0 items
15:36:07 [INFO] Opening target process: csgo.exe
15:36:07 [INFO] Starting signature scanning: 57 items
15:36:07 [INFO] Found signature: dwClientState => 0x58EFE4
15:36:07 [INFO] Found signature: dwClientState_GetLocalPlayer => 0x180
15:36:07 [INFO] Found signature: dwClientState_IsHLTV => 0x4D48
15:36:07 [INFO] Found signature: dwClientState_Map => 0x28C
15:36:07 [INFO] Found signature: dwClientState_MapDirectory => 0x188
15:36:07 [INFO] Found signature: dwClientState_MaxPlayer => 0x388
15:36:07 [INFO] Found signature: dwClientState_PlayerInfo => 0x52C0
15:36:07 [INFO] Found signature: dwClientState_State => 0x108
15:36:07 [INFO] Found signature: dwClientState_ViewAngles => 0x4D90
15:36:07 [INFO] Found signature: clientstate_delta_ticks => 0x174
15:36:07 [INFO] Found signature: clientstate_last_outgoing_command => 0x4D2C
15:36:07 [INFO] Found signature: clientstate_choked_commands => 0x4D30
15:36:07 [INFO] Found signature: clientstate_net_channel => 0x9C
15:36:07 [INFO] Found signature: dwEntityList => 0x4DA2E74
15:36:07 [INFO] Found signature: dwForceAttack => 0x31D4404
15:36:07 [INFO] Found signature: dwForceAttack2 => 0x31D4410
15:36:07 [INFO] Found signature: dwForceBackward => 0x31D43BC
15:36:07 [INFO] Found signature: dwForceForward => 0x31D43C8
15:36:07 [INFO] Found signature: dwForceJump => 0x524CDD4
15:36:07 [INFO] Found signature: dwForceLeft => 0x31D43E0
15:36:07 [INFO] Found signature: dwForceRight => 0x31D43D4
15:36:07 [INFO] Found signature: dwGameDir => 0x62D7F8
15:36:07 [INFO] Found signature: dwGameRulesProxy => 0x52C00BC
15:36:07 [INFO] Found signature: dwGetAllClasses => 0xDB2D6C
15:36:07 [INFO] Found signature: dwGlobalVars => 0x58ECE8
15:36:07 [INFO] Found signature: dwGlowObjectManager => 0x52EB478
15:36:07 [INFO] Found signature: dwInput => 0x51F4458
15:36:07 [INFO] Found signature: dwInterfaceLinkList => 0x945A44
15:36:07 [INFO] Found signature: dwLocalPlayer => 0xD8B2AC
15:36:07 [INFO] Found signature: dwMouseEnable => 0xD90E50
15:36:07 [INFO] Found signature: dwMouseEnablePtr => 0xD90E20
15:36:07 [INFO] Found signature: dwPlayerResource => 0x31D2730
15:36:07 [INFO] Found signature: dwRadarBase => 0x51D7BEC
15:36:07 [INFO] Found signature: dwSensitivity => 0xD90CEC
15:36:07 [INFO] Found signature: dwSensitivityPtr => 0xD90CC0
15:36:07 [INFO] Found signature: dwSetClanTag => 0x8A1A0
15:36:07 [INFO] Found signature: dwViewMatrix => 0x4D94774
15:36:07 [INFO] Found signature: dwWeaponTable => 0x51F4F18
15:36:07 [INFO] Found signature: dwWeaponTableIndex => 0x325C
15:36:07 [INFO] Found signature: dwYawPtr => 0xD90AB0
15:36:07 [INFO] Found signature: dwZoomSensitivityRatioPtr => 0xD95D50
15:36:07 [INFO] Found signature: dwbSendPackets => 0xD73CA
15:36:07 [INFO] Found signature: dwppDirect3DDevice9 => 0xA7050
15:36:07 [INFO] Found signature: m_pStudioHdr => 0x294C
15:36:07 [INFO] Found signature: m_yawClassPtr => 0xD90AB0
15:36:07 [INFO] Found signature: m_pitchClassPtr => 0x51D7E88
15:36:07 [INFO] Found signature: interface_engine_cvar => 0x3E9EC
15:36:07 [INFO] Found signature: convar_name_hash_table => 0x2F0F8
15:36:07 [INFO] Found signature: m_bDormant => 0xED
15:36:07 [INFO] Found signature: model_ambient_min => 0x59205C
15:36:07 [INFO] Found signature: set_abs_angles => 0x1E05B0
15:36:07 [INFO] Found signature: set_abs_origin => 0x1E03F0
15:36:07 [INFO] Found signature: is_c4_owner => 0x3BAD80
15:36:07 [INFO] Found signature: force_update_spectator_glow => 0x3AE2C2
15:36:07 [INFO] Found signature: anim_overlays => 0x2980
15:36:07 [INFO] Found signature: m_flSpawnTime => 0xA370
15:36:07 [INFO] Found signature: find_hud_element => 0x31BBEED0
15:36:07 [INFO] Finished signature scanning: 57/57 items successful
15:36:07 [INFO] Starting netvar scanning: 85 items
15:36:07 [INFO] Found netvar: m_ArmorValue => 0xB378
15:36:07 [INFO] Found netvar: m_Collision => 0x320
15:36:07 [INFO] Found netvar: m_CollisionGroup => 0x474
15:36:07 [INFO] Found netvar: m_Local => 0x2FBC
15:36:07 [INFO] Found netvar: m_MoveType => 0x25B
15:36:07 [INFO] Found netvar: m_OriginalOwnerXuidHigh => 0x31C4
15:36:07 [INFO] Found netvar: m_OriginalOwnerXuidLow => 0x31C0
15:36:07 [INFO] Found netvar: m_aimPunchAngle => 0x302C
15:36:07 [INFO] Found netvar: m_aimPunchAngleVel => 0x3038
15:36:07 [INFO] Found netvar: m_bGunGameImmunity => 0x3944
15:36:07 [INFO] Found netvar: m_bHasDefuser => 0xB388
15:36:07 [INFO] Found netvar: m_bHasHelmet => 0xB36C
15:36:07 [INFO] Found netvar: m_bInReload => 0x3238
15:36:07 [INFO] Found netvar: m_bIsDefusing => 0x3930
15:36:07 [INFO] Found netvar: m_bIsScoped => 0x3928
15:36:07 [INFO] Found netvar: m_bSpotted => 0x93D
15:36:07 [INFO] Found netvar: m_bSpottedByMask => 0x980
15:36:07 [INFO] Found netvar: m_dwBoneMatrix => 0x268C
15:36:07 [INFO] Found netvar: m_fAccuracyPenalty => 0x3330
15:36:07 [INFO] Found netvar: m_fFlags => 0x104
15:36:07 [INFO] Found netvar: m_flFallbackWear => 0x31D0
15:36:07 [INFO] Found netvar: m_flFlashDuration => 0xA420
15:36:07 [INFO] Found netvar: m_flFlashMaxAlpha => 0xA41C
15:36:07 [INFO] Found netvar: m_flNextPrimaryAttack => 0x3238
15:36:07 [INFO] Found netvar: m_hActiveWeapon => 0x2EF8
15:36:07 [INFO] Found netvar: m_hMyWeapons => 0x2EF8
15:36:07 [INFO] Found netvar: m_hObserverTarget => 0x338C
15:36:07 [INFO] Found netvar: m_hOwner => 0x29CC
15:36:07 [INFO] Found netvar: m_hOwnerEntity => 0x14C
15:36:07 [INFO] Found netvar: m_iAccountID => 0x2FC8
15:36:07 [INFO] Found netvar: m_iClip1 => 0x3264
15:36:07 [INFO] Found netvar: m_iCompetitiveRanking => 0x1A84
15:36:07 [INFO] Found netvar: m_iCompetitiveWins => 0x1B88
15:36:07 [INFO] Found netvar: m_iCrosshairId => 0xB388
15:36:07 [INFO] Found netvar: m_iEntityQuality => 0x2FAC
15:36:07 [INFO] Found netvar: m_iFOVStart => 0x31E8
15:36:07 [INFO] Found netvar: m_iFOV => 0x31E4
15:36:07 [INFO] Found netvar: m_iGlowIndex => 0xA420
15:36:07 [INFO] Found netvar: m_iHealth => 0x100
15:36:07 [INFO] Found netvar: m_iItemDefinitionIndex => 0x2FAA
15:36:07 [INFO] Found netvar: m_iItemIDHigh => 0x2FC0
15:36:07 [INFO] Found netvar: m_iObserverMode => 0x3378
15:36:07 [INFO] Found netvar: m_iShotsFired => 0xA390
15:36:07 [INFO] Found netvar: m_iState => 0x3258
15:36:07 [INFO] Found netvar: m_iTeamNum => 0xF4
15:36:07 [INFO] Found netvar: m_lifeState => 0x25F
15:36:07 [INFO] Found netvar: m_nFallbackPaintKit => 0x31C8
15:36:07 [INFO] Found netvar: m_nFallbackSeed => 0x31CC
15:36:07 [INFO] Found netvar: m_nFallbackStatTrak => 0x31D4
15:36:07 [INFO] Found netvar: m_nForceBone => 0x268C
15:36:07 [INFO] Found netvar: m_nTickBase => 0x3430
15:36:07 [INFO] Found netvar: m_rgflCoordinateFrame => 0x474
15:36:07 [INFO] Found netvar: m_szCustomName => 0x303C
15:36:07 [INFO] Found netvar: m_szLastPlaceName => 0x35B4
15:36:07 [INFO] Found netvar: m_vecOrigin => 0x138
15:36:07 [INFO] Found netvar: m_vecVelocity => 0x114
15:36:07 [INFO] Found netvar: m_vecViewOffset => 0x108
15:36:07 [INFO] Found netvar: m_viewPunchAngle => 0x3020
15:36:07 [INFO] Found netvar: m_thirdPersonViewAngles => 0x31D4
15:36:07 [INFO] Found netvar: m_clrRender => 0x70
15:36:07 [INFO] Found netvar: m_flC4Blow => 0x2990
15:36:07 [INFO] Found netvar: m_flTimerLength => 0x2994
15:36:07 [INFO] Found netvar: m_flDefuseLength => 0x29A8
15:36:07 [INFO] Found netvar: m_flDefuseCountDown => 0x29AC
15:36:07 [INFO] Found netvar: cs_gamerules_data => 0x0
15:36:07 [INFO] Found netvar: m_SurvivalRules => 0xD00
15:36:07 [INFO] Found netvar: m_SurvivalGameRuleDecisionTypes => 0x1328
15:36:07 [INFO] Found netvar: m_bIsValveDS => 0x7C
15:36:07 [INFO] Found netvar: m_bFreezePeriod => 0x20
15:36:07 [INFO] Found netvar: m_bBombPlanted => 0x9A5
15:36:07 [INFO] Found netvar: m_bIsQueuedMatchmaking => 0x74
15:36:07 [INFO] Found netvar: m_flSimulationTime => 0x268
15:36:07 [INFO] Found netvar: m_flLowerBodyYawTarget => 0x3A90
15:36:07 [INFO] Found netvar: m_angEyeAnglesX => 0xB37C
15:36:07 [INFO] Found netvar: m_angEyeAnglesY => 0xB380
15:36:07 [INFO] Found netvar: m_flNextAttack => 0x2D70
15:36:07 [INFO] Found netvar: m_iMostRecentModelBoneCounter => 0x268C
15:36:07 [INFO] Found netvar: m_flLastBoneSetupTime => 0x28BC
15:36:07 [INFO] Found netvar: m_bStartedArming => 0x33F0
15:36:07 [INFO] Found netvar: m_bUseCustomBloomScale => 0x9DA
15:36:07 [INFO] Found netvar: m_bUseCustomAutoExposureMin => 0x9D8
15:36:07 [INFO] Found netvar: m_bUseCustomAutoExposureMax => 0x9D9
15:36:07 [INFO] Found netvar: m_flCustomBloomScale => 0x9E4
15:36:07 [INFO] Found netvar: m_flCustomAutoExposureMin => 0x9DC
15:36:07 [INFO] Found netvar: m_flCustomAutoExposureMax => 0x9E0
15:36:07 [INFO] Finished netvar scanning: 85/85 items successful
17:59:34 [INFO] Opening target process: csgo.exe
17:59:34 [INFO] Starting signature scanning: 57 items
17:59:34 [INFO] Found signature: dwClientState => 0x58EFE4
17:59:34 [INFO] Found signature: dwClientState_GetLocalPlayer => 0x180
17:59:34 [INFO] Found signature: dwClientState_IsHLTV => 0x4D48
17:59:34 [INFO] Found signature: dwClientState_Map => 0x28C
17:59:34 [INFO] Found signature: dwClientState_MapDirectory => 0x188
17:59:34 [INFO] Found signature: dwClientState_MaxPlayer => 0x388
17:59:34 [INFO] Found signature: dwClientState_PlayerInfo => 0x52C0
17:59:34 [INFO] Found signature: dwClientState_State => 0x108
17:59:34 [INFO] Found signature: dwClientState_ViewAngles => 0x4D90
17:59:34 [INFO] Found signature: clientstate_delta_ticks => 0x174
17:59:34 [INFO] Found signature: clientstate_last_outgoing_command => 0x4D2C
17:59:34 [INFO] Found signature: clientstate_choked_commands => 0x4D30
17:59:34 [INFO] Found signature: clientstate_net_channel => 0x9C
17:59:34 [INFO] Found signature: dwEntityList => 0x4DA1F24
17:59:34 [INFO] Found signature: dwForceAttack => 0x31D3460
17:59:34 [INFO] Found signature: dwForceAttack2 => 0x31D346C
17:59:34 [INFO] Found signature: dwForceBackward => 0x31D349C
17:59:34 [INFO] Found signature: dwForceForward => 0x31D3478
17:59:34 [INFO] Found signature: dwForceJump => 0x524BE84
17:59:34 [INFO] Found signature: dwForceLeft => 0x31D3490
17:59:34 [INFO] Found signature: dwForceRight => 0x31D34B4
17:59:34 [INFO] Found signature: dwGameDir => 0x62D7F8
17:59:34 [INFO] Found signature: dwGameRulesProxy => 0x52BF16C
17:59:34 [INFO] Found signature: dwGetAllClasses => 0xDB1F8C
17:59:34 [INFO] Found signature: dwGlobalVars => 0x58ECE8
17:59:34 [INFO] Found signature: dwGlowObjectManager => 0x52EA520
17:59:34 [INFO] Found signature: dwInput => 0x51F3508
17:59:34 [INFO] Found signature: dwInterfaceLinkList => 0x945544
17:59:34 [INFO] Found signature: dwLocalPlayer => 0xD8A2BC
17:59:34 [INFO] Found signature: dwMouseEnable => 0xD8FE60
17:59:34 [INFO] Found signature: dwMouseEnablePtr => 0xD8FE30
17:59:34 [INFO] Found signature: dwPlayerResource => 0x31D17E0
17:59:34 [INFO] Found signature: dwRadarBase => 0x51D6C9C
17:59:34 [INFO] Found signature: dwSensitivity => 0xD8FCFC
17:59:34 [INFO] Found signature: dwSensitivityPtr => 0xD8FCD0
17:59:34 [INFO] Found signature: dwSetClanTag => 0x8A1A0
17:59:34 [INFO] Found signature: dwViewMatrix => 0x4D93824
17:59:34 [INFO] Found signature: dwWeaponTable => 0x51F3FC8
17:59:34 [INFO] Found signature: dwWeaponTableIndex => 0x325C
17:59:34 [INFO] Found signature: dwYawPtr => 0xD8FAC0
17:59:34 [INFO] Found signature: dwZoomSensitivityRatioPtr => 0xD94D60
17:59:34 [INFO] Found signature: dwbSendPackets => 0xD73EA
17:59:34 [INFO] Found signature: dwppDirect3DDevice9 => 0xA7050
17:59:34 [INFO] Found signature: m_pStudioHdr => 0x294C
17:59:34 [INFO] Found signature: m_yawClassPtr => 0xD8FAC0
17:59:34 [INFO] Found signature: m_pitchClassPtr => 0x51D6F38
17:59:34 [INFO] Found signature: interface_engine_cvar => 0x3E9EC
17:59:34 [INFO] Found signature: convar_name_hash_table => 0x2F0F8
17:59:34 [INFO] Found signature: m_bDormant => 0xED
17:59:34 [INFO] Found signature: model_ambient_min => 0x59205C
17:59:34 [INFO] Found signature: set_abs_angles => 0x1DF9C0
17:59:34 [INFO] Found signature: set_abs_origin => 0x1DF800
17:59:34 [INFO] Found signature: is_c4_owner => 0x3BA430
17:59:34 [INFO] Found signature: force_update_spectator_glow => 0x3AD962
17:59:34 [INFO] Found signature: anim_overlays => 0x2980
17:59:34 [INFO] Found signature: m_flSpawnTime => 0xA370
17:59:34 [INFO] Found signature: find_hud_element => 0x2840E320
17:59:34 [INFO] Finished signature scanning: 57/57 items successful
17:59:34 [INFO] Starting netvar scanning: 85 items
17:59:34 [INFO] Found netvar: m_ArmorValue => 0xB378
17:59:34 [INFO] Found netvar: m_Collision => 0x320
17:59:34 [INFO] Found netvar: m_CollisionGroup => 0x474
17:59:34 [INFO] Found netvar: m_Local => 0x2FBC
17:59:34 [INFO] Found netvar: m_MoveType => 0x25B
17:59:34 [INFO] Found netvar: m_OriginalOwnerXuidHigh => 0x31C4
17:59:34 [INFO] Found netvar: m_OriginalOwnerXuidLow => 0x31C0
17:59:34 [INFO] Found netvar: m_aimPunchAngle => 0x302C
17:59:34 [INFO] Found netvar: m_aimPunchAngleVel => 0x3038
17:59:34 [INFO] Found netvar: m_bGunGameImmunity => 0x3944
17:59:34 [INFO] Found netvar: m_bHasDefuser => 0xB388
17:59:34 [INFO] Found netvar: m_bHasHelmet => 0xB36C
17:59:34 [INFO] Found netvar: m_bInReload => 0x3238
17:59:34 [INFO] Found netvar: m_bIsDefusing => 0x3930
17:59:34 [INFO] Found netvar: m_bIsScoped => 0x3928
17:59:34 [INFO] Found netvar: m_bSpotted => 0x93D
17:59:34 [INFO] Found netvar: m_bSpottedByMask => 0x980
17:59:34 [INFO] Found netvar: m_dwBoneMatrix => 0x268C
17:59:34 [INFO] Found netvar: m_fAccuracyPenalty => 0x3330
17:59:34 [INFO] Found netvar: m_fFlags => 0x104
17:59:34 [INFO] Found netvar: m_flFallbackWear => 0x31D0
17:59:34 [INFO] Found netvar: m_flFlashDuration => 0xA420
17:59:34 [INFO] Found netvar: m_flFlashMaxAlpha => 0xA41C
17:59:34 [INFO] Found netvar: m_flNextPrimaryAttack => 0x3238
17:59:34 [INFO] Found netvar: m_hActiveWeapon => 0x2EF8
17:59:34 [INFO] Found netvar: m_hMyWeapons => 0x2EF8
17:59:34 [INFO] Found netvar: m_hObserverTarget => 0x338C
17:59:34 [INFO] Found netvar: m_hOwner => 0x29CC
17:59:34 [INFO] Found netvar: m_hOwnerEntity => 0x14C
17:59:34 [INFO] Found netvar: m_iAccountID => 0x2FC8
17:59:34 [INFO] Found netvar: m_iClip1 => 0x3264
17:59:34 [INFO] Found netvar: m_iCompetitiveRanking => 0x1A84
17:59:34 [INFO] Found netvar: m_iCompetitiveWins => 0x1B88
17:59:34 [INFO] Found netvar: m_iCrosshairId => 0xB388
17:59:34 [INFO] Found netvar: m_iEntityQuality => 0x2FAC
17:59:34 [INFO] Found netvar: m_iFOVStart => 0x31E8
17:59:34 [INFO] Found netvar: m_iFOV => 0x31E4
17:59:34 [INFO] Found netvar: m_iGlowIndex => 0xA420
17:59:34 [INFO] Found netvar: m_iHealth => 0x100
17:59:34 [INFO] Found netvar: m_iItemDefinitionIndex => 0x2FAA
17:59:34 [INFO] Found netvar: m_iItemIDHigh => 0x2FC0
17:59:34 [INFO] Found netvar: m_iObserverMode => 0x3378
17:59:34 [INFO] Found netvar: m_iShotsFired => 0xA390
17:59:34 [INFO] Found netvar: m_iState => 0x3258
17:59:34 [INFO] Found netvar: m_iTeamNum => 0xF4
17:59:34 [INFO] Found netvar: m_lifeState => 0x25F
17:59:34 [INFO] Found netvar: m_nFallbackPaintKit => 0x31C8
17:59:34 [INFO] Found netvar: m_nFallbackSeed => 0x31CC
17:59:34 [INFO] Found netvar: m_nFallbackStatTrak => 0x31D4
17:59:34 [INFO] Found netvar: m_nForceBone => 0x268C
17:59:34 [INFO] Found netvar: m_nTickBase => 0x3430
